,Conservation Status,Phylum,Class,Order,Family,Scientific Name,Diet,Common Name,Color,Skin Type,Lifespan,Type,Predators,Birth rate,Conception Period,Habitat Loss,Climate Change,Human Influance,Pollution,Hunting,Predation,Disease,Invasive Species,Food Competition,Number Of Threats,Africa,America,Asia,Europe,Oceania,Ocean,Antarctica,Number Of Locations,IsExtinct
1383,Extinct,Chordata,Amphibia,Anura,Myobatrachidae,Mesocapromys sanfelipensis,Carnivore,Little earth hutia,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,1,1,0,1,0,0,0,1,5,0,0,0,0,0,0,0,1,1
1384,Extinct,Chordata,Amphibia,Anura,Myobatrachidae,Cynops wolterstorffi,Carnivore,Yunnan lake newt,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,1,1
1385,Extinct,Chordata,Amphibia,Anura,Myobatrachidae,Lutra lutra whiteleyi,Carnivore,Japanese river otter,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,1,1
1386,Extinct,Chordata,Amphibia,Anura,Myobatrachidae,Panthera tigris virgata,Carnivore,Caspian tiger,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1
1387,Extinct,Chordata,Amphibia,Anura,Myobatrachidae,Taudactylus diurnus,Carnivore,Mount Glorious day frog,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1388,Extinct,Chordata,Amphibia,Anura,Bufonidae,Hemignathus affinis,Carnivore,Maui nukupu'u,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1389,Extinct,Chordata,Amphibia,Anura,Bufonidae,Myadestes lanaiensis,Carnivore,Olomaʻo,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,1
1390,Extinct,Chordata,Amphibia,Anura,Bufonidae,Anabarilius macrolepis,Carnivore,Anabarilius macrolepis,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1
1391,Extinct,Chordata,Amphibia,Anura,Bufonidae,Anas platyrhynchos oustaleti,Carnivore,Mariana mallard,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,1,0,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1
1392,Extinct,Chordata,Amphibia,Anura,Bufonidae,Cyprinus yilongensis,Carnivore,Yilong carp,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1
1393,Extinct,Chordata,Amphibia,Anura,Bufonidae,Hibiscadelphus crucibracteatus,Carnivore,Puhielelu hibiscadelphus,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1
1394,Extinct,Chordata,Amphibia,Anura,Bufonidae,Moho bishopi,Carnivore,Bishop's ʻōʻō,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,1,0,0,0,1,1,1,5,0,0,0,0,0,0,0,1,1
1395,Extinct,Chordata,Amphibia,Anura,Bufonidae,Rheobatrachus silus,Carnivore,Southern gastric-brooding frog,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
1396,Extinct,Chordata,Amphibia,Anura,Bufonidae,Azurina eupalama,Carnivore,Galápagos damsel,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1397,Extinct,Chordata,Amphibia,Anura,Bufonidae,Barbodes amarus,Carnivore,Pait,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1
1398,Extinct,Chordata,Amphibia,Anura,Bufonidae,Gambusia georgei,Carnivore,San Marcos gambusia,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,1,1,0,0,0,1,1,4,0,0,0,0,0,0,0,1,1
1399,Extinct,Chordata,Amphibia,Anura,Bufonidae,Heliaster solaris,Carnivore,24-rayed sunstar,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1400,Extinct,Chordata,Amphibia,Anura,Bufonidae,Myiagra freycineti,Carnivore,Guam flycatcher,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1
1401,Extinct,Chordata,Amphibia,Anura,Bufonidae,Neofelis nebulosa brachyura,Carnivore,Formosan clouded leopard,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1
1402,Extinct,Chordata,Amphibia,Anura,Bufonidae,Nesillas aldabrana,Carnivore,Aldabra brush-warbler,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,1,1
1403,Extinct,Chordata,Amphibia,Anura,Bufonidae,Podilymbus gigas,Carnivore,Atitlán grebe,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,1,1
1404,Extinct,Chordata,Amphibia,Anura,Bufonidae,Epioblasma torulosa gubernaculum,Carnivore,Green blossom,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1
1405,Extinct,Chordata,Amphibia,Anura,Bufonidae,Panthera tigris sondaica,Carnivore,Javan tiger,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,1,1
1406,Extinct,Chordata,Amphibia,Anura,Bufonidae,Colpocephalum californici,Carnivore,California condor louse,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
1407,Extinct,Chordata,Amphibia,Anura,Bufonidae,Cora timucua,Carnivore,Timucua heart lichen,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1408,Extinct,Chordata,Amphibia,Anura,Bufonidae,Crocidura trichura,Carnivore,Christmas Island shrew,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1409,Extinct,Chordata,Amphibia,Anura,Bufonidae,Myadestes myadestinus,Carnivore,Kāmaʻo,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,1,1
1410,Extinct,Chordata,Amphibia,Anura,Bufonidae,Pomarea mira,Carnivore,Ua Pou monarch,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,1,1
1411,Extinct,Chordata,Amphibia,Anura,Bufonidae,Rheobatrachus vitellinus,Carnivore,Northern gastric-brooding frog,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
1412,Extinct,Chordata,Amphibia,Anura,Bufonidae,Tachybaptus rufolavatus,Carnivore,Alaotra grebe,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,1,1,1,1,0,1,1,7,0,0,0,0,0,0,0,1,1
1413,Extinct,Chordata,Amphibia,Anura,Bufonidae,Atelopus senex,Carnivore,Pass stubfoot toad,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
1414,Extinct,Chordata,Amphibia,Anura,Bufonidae,Panthera pardus adersi,Carnivore,Zanzibar leopard,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1415,Extinct,Chordata,Amphibia,Anura,Bufonidae,Rhinichthys cataractae smithi,Carnivore,Banff longnose dace,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,1,0,0,0,0,1,1,4,0,0,0,0,0,0,0,1,1
1416,Extinct,Chordata,Amphibia,Anura,Bufonidae,Ammospiza maritima nigrescens,Carnivore,Dusky seaside sparrow,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1
1417,Extinct,Chordata,Amphibia,Anura,Bufonidae,Campephilus principalis bairdii,Carnivore,Cuban ivory-billed woodpecker,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1
1418,Extinct,Chordata,Amphibia,Anura,Bufonidae,Moho braccatus,Carnivore,Kauaʻi ʻōʻō,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,1,0,0,0,1,1,1,5,0,0,0,0,0,0,0,1,1
1419,Extinct,Chordata,Amphibia,Anura,Bufonidae,Loxops ochraceus,Carnivore,Maui ʻakepa,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1420,Extinct,Chordata,Amphibia,Anura,Bufonidae,Vermivora bachmanii,Carnivore,Bachman's warbler,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1
1421,Extinct,Chordata,Amphibia,Anura,Bufonidae,Incilius periglenes,Carnivore,Golden toad,BrownGreyYellowBlackGreen,None,10,Amphibian,3,2,2,1,1,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,1,1
1422,Endangered,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma mexicanum,Carnivore,Ambystoma mexicanum,BrownGreyBlackWhitePink,Permeable,10,Amphibian,2,500,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1423,Least Concern,Chordata,Amphibia,Caudata,Salamandridae,None,Omnivore,None,BrownGreyYellowRedBlackGreenOrange,Scales,15,Amphibian,2,100,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0
1424,Near Threatened,Chordata,Amphibia,Caudata,Proteidae,Proteus anguinus,Carnivore,Olm,BlackWhitePink,Permeable,100,Amphibian,3,100,9,1,0,1,1,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0
1425,Near Threatened,Chordata,Amphibia,Caudata,Salamandroidea,Caudata,Carnivore,Caudata,BrownYellowRedBlackWhiteGreen,Scales,20,Amphibian,3,300,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0
1426,Least Concern,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma tigrinum,Carnivore,Ambystoma tigrinum,BrownGreyYellowBlackGreen,Permeable,10,Amphibian,3,100,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0
1427,Least Concern,Chordata,Amphibia,Gymnophiona,Caecilidae,Apoda,Carnivore,Caecilians,BrownGreyYellowBlackOrange,Smooth,13,amphibian,5,1,9,1,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,3,0
1428,Least Concern,Chordata,Amphibia,Urodela,Salamandridae,Fire salamander,Carnivore,Fire salamander,YellowRedBlackOrange,Permeable,11,Amphibian,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1429,Least Concern,Chordata,Amphibia,Urodela,Cryptobranchidae,"Hellbenders are called hellbender salamander, devil dog, water dog, mud dog, grampus, mud devil, Allegheny alligator and leverian water newt. Chinese giant salamanders are called infant fish because they make a noise like a baby’s cry. The Japanese giant salamander is called the giant pepper fish, or Ōsanshōuo because of the smell it gives off.",Omnivore,"Giant salamander, hellbender, Japanese giant salamander, Chinese giant salamander, South China giant salamander, Pacific giant salamander",BrownGreyBlack,Smooth,50,Amphibian,1,1,6,1,0,1,1,0,0,0,0,0,3,0,1,1,0,0,0,0,2,0
1430,Least Concern,Chordata,Amphibia,Urodela,Proteidae,Necturus maculosus,Omnivore,Mudpuppy,BrownGreyRed,Smooth,11,Amphibian,1,1,4,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0
1431,Least Concern,Chordata,Amphibia,Mesobatrachia,Pelobatidae,Mesobatrachia,Omnivore,Mesobatrachia,BrownGreyTan,Scales,8,Amphibian,3,250,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0
1432,Near Threatened,Chordata,Actinopterygii,Scombriformes,Scombridae,Thunnus alalunga,Carnivore,Albacore tuna,GreyBlueSilver,Smooth,10,Ray-finned fish,5,1,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0
1433,Endangered,Chordata,Actinopterygii,Scombriformes,Scombridae,Giant bluefin,Carnivore,Bluefin tuna,GreyBlueSilver,Smooth,40,Ray-finned fish,3,1,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0
1434,Least Concern,Chordata,Actinopterygii,Scombriformes,Scombridae,Sarda,Carnivore,Sarda,GreyBlackSilver,Scales,6,Schooling fish,3,1,1,0,0,1,0,1,1,0,0,0,3,0,0,0,0,0,1,0,1,0
1435,Least Concern,Chordata,Actinopterygii,Scombriformes,Scombridae,Katsuwonus pelamis,Carnivore,Skipjack tuna,BlueSilver,Smooth,8,Ray-finned fish,5,1,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0
1436,Least Concern,Chordata,Actinopterygii,Scombriformes,Scombridae,Tunny,Omnivore,Tuna,YellowBlueBlackWhiteSilver,Smooth,40,Ray-finned fish,1,1,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0
1437,Near Threatened,Chordata,Actinopterygii,Scombriformes,Scombridae,Thunnus albacares,Carnivore,Yellowfin tuna,YellowBlueSilver,Smooth,7,Ray-finned fish,6,1,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0
1438,Least Concern,Chordata,Actinopterygii,Lepisosteiformes,Lepisosteidae,Atractosteus spatula,Carnivore,Alligator Gar,BrownGreyYellowWhiteGreen,Scales,7,Ray-finned fish,1,1,1,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0
1439,Least Concern,Chordata,Actinopterygii,Lepisosteiformes,Lepisosteidae,Lepisosteus platyrhincus,Carnivore,Florida Gar,BrownBlackWhiteGreen,None,0,Ray-finned fish,3,1,1,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0
1440,Least Concern,Chordata,Actinopterygii,Lepisosteiformes,Lepisosteidae,Lepisosteidae,Carnivore,Gar,BrownGreyYellowBlueBlackGreen,Scales,10,Fish,3,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1441,Least Concern,Chordata,Actinopterygii,Lepisosteiformes,Lepisosteidae,Lepisosteus osseus,Carnivore,Longnose gar,BrownGreyBlackOlive,Scales,20,Fish,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1442,Least Concern,Chordata,Actinopterygii,Lepisosteiformes,Lepisosteidae,Lepisosteus oculatus,Carnivore,Spotted gar,BlackDull Olive,Scales,18,Lepisosteidae,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1443,Data Deficient,Chordata,Actinopterygii,Clupeiformes,Engraulidae,None,Omnivore,None,Green,Scales,4,Fish,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1444,Vulnerable,Chordata,Actinopterygii,Clupeiformes,Clupeidae,"Silver darlings, silver of the sea",Carnivore,Herring,Silver,Scales,8,"Vertebrate, Clupeoid",4,1,2,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0
1445,Least Concern,Chordata,Actinopterygii,Clupeiformes,Clupeidae,"Pilchard, Sardina",Omnivore,"European Pilchard, Pacific Sardine, South American Pilchard",Silver,Scales,13,Ray-finned fish (Actinopterygii),6,1,1,0,0,1,0,1,0,0,0,1,3,0,0,0,0,0,1,0,1,0
1446,Near Threatened,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Angelfish,Omnivore,Angelfish,YellowBlueBlackWhiteGreen,Scales,15,Perciformes,3,150,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1447,Least Concern,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,Carnivore,Barracuda,BrownGreyBlueBlack,Smooth,10,Fish,3,150,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1448,Least Concern,Chordata,Actinopterygii,Perciformes,Latidae,Lates calcarifer,Carnivore,Barramundi,GreenSilver,Scales,10,Fish,4,150,13,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1449,Endangered,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Chaetodontidae,Omnivore,Butterfly fish,YellowRedBlueBlackWhiteOrangeSilver,Scales,10,Ray-finned fish,3,150,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1450,Least Concern,Chordata,Actinopterygii,Perciformes,Cichlidae,Cichlidae,Omnivore,Cichlid,YellowRedBlueBlackWhiteGreenOrangeSilver,Scales,10,Ray-finned fish,1,150,7,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0
1451,Least Concern,Chordata,Actinopterygii,Perciformes,Pomacentridae,"Anemonefish, false clownfish, false percula",Omnivore,Clownfish,YellowRedBlackWhiteOrange,Scales,6,Fish,1,150,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1452,Least Concern,Chordata,Actinopterygii,Perciformes,Centrarchidae,"White perch, paper mouths, strawberry bass, and more.",Omnivore,"White perch, paper mouths, strawberry bass, and more.",BlackWhiteGreenSilver,Scales,10,Ray-finned fish.,3,150,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1453,Near Threatened,Chordata,Actinopterygii,Perciformes,Cichlidae,Pompadour fish,Omnivore,Discus,BrownYellowRedBlueBlackGreenOrange,Scales,10,Ray-finned fish,3,150,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1454,Not Evaluated,Chordata,Actinopterygii,Perciformes,Sciaenidae,Sciaenidae,Carnivore,Drum fish,BrownRedBlackWhiteSilver,Scales,50,Fish,3,150,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1455,Not Evaluated,Chordata,Actinopterygii,Perciformes,Cichlidae,Astronotus ocellatus,Omnivore,Oscar fish,BrownYellowRedBlueGreenOrange,Scales,10,fish,4,150,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0
1456,Least Concern,Chordata,Actinopterygii,Perciformes,Osphronemidae,Betta splendens,Carnivore,Siamese Fighting Fish,BrownGreyYellowRedBlueWhiteGoldGreenOrangeMulti-colored,Scales,3,Anabantoid,6,150,13,1,1,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0
1457,Near Threatened,Chordata,Actinopterygii,Perciformes,Acanthuridae,Surgeonfish or unicornfish,Omnivore,Tang,YellowRedBlueBlackWhiteOrangePurpleSilverBlack-Brown,Scales,30,Ray-finned fish,4,150,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
1458,Least Concern,Chordata,Actinopterygii,Perciformes,Percidae,Sander vitreus,Carnivore,Walleye,WhiteGoldGreen,Scales,20,Perciforme,3,150,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1459,Not Evaluated,Chordata,Actinopterygii,Perciformes,Anarhichadidae,Anarrhichthys ocellatus,Carnivore,Wolf Eel,BrownGreyGreen,Scales,25,Fish,1,150,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1460,Endangered,Chordata,Actinopterygii,Perciformes,Anarhichadidae,Anarhichadidae,Carnivore,Wolffish,BrownGreyBlueWhiteGreen,Scales,7,Fish,1,150,13,1,0,1,1,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0
1461,Least Concern,Chordata,Actinopterygii,Perciformes,Labridae,Labridae,Carnivore,Wrasse,BrownGreyYellowBlueBlackWhiteGreenOrange,Scales,3,Fish,3,150,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1462,Least Concern,Chordata,Actinopterygii,Lophiiformes,Canidae,Seadevils,Omnivore,Seadevils,BrownGreyYellowBlackGreen,Smooth,25,Mammal,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1463,Data Deficient,Chordata,Actinopterygii,Osteoglossiformes,Arapaimidae,Pirarucu,Omnivore,Arapaima,RedBlackGreenLight-Brown,Scales,20,Bonytongue,2,1,9,1,0,1,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0
1464,Least Concern,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbus Barbus,Omnivore,Barb,YellowRedBlackWhiteOrangeSilver,Scales,3,Cobitidae,3,1,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0
1465,Least Concern,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carp,Omnivore,Carp,BrownBlueBlackWhiteGreenOrangeSilver,Scales,40,Ray-finned fish,3,1,1,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0
1466,Least Concern,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,"Clown loach, kuhli loach, hillstream loach",Omnivore,Loach,BrownBlueBlackWhiteGreenOrangeSilver,Scales,4,Cobitidae,3,1,3,1,0,1,0,1,0,0,0,0,3,0,1,1,1,0,0,0,3,0
1467,Critically Endangered,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,Huso huso,Carnivore,Beluga,GreyBlueWhiteDark Brown,Smooth,7,Fish,1,1,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0
1468,Critically Endangered,Chordata,Actinopterygii,Acipenseriformes,Polyodontidae,Psephurus gladius,Carnivore,Chinese paddlefish,GreySilver,Smooth,30,Ray-finned fish,1,1,1,1,0,1,0,1,0,0,0,0,3,0,0,1,0,0,0,0,1,0
1469,Vulnerable,Chordata,Actinopterygii,Acipenseriformes,Polyodontidae,"Mississippi paddlefish, spoonbill",Carnivore,paddlefish,GreyGreen,Smooth,30,Fish,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0
1470,Critically Endangered,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,Sturgeon,Carnivore,Sturgeon,GreyBlackWhiteOlive,Smooth,50,Fish,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1471,Not Listed,Chordata,Actinopterygii,Polypteriformes,Polypteridae,"Dragon fish, dinosaur eel",Carnivore,Bichir,BrownGreyGreen,Scales,15,Polypterid,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1472,Data Deficient,Chordata,Actinopterygii,Istiophoriformes,Istiophordae,Istiompax Indica,Omnivore,Istiompax Indica,BrownGreyBlack,Scales,7,Mammal,1,1,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1473,Critically Endangered,Chordata,Actinopterygii,Scorpaeniformes,Psychrolutidae,Psychrolutes marcidus,Omnivore,Blobfish or Smooth-Head Blobfish,GreyWhitePink,Hair,10,Fish,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1474,Least Concern,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Pterois volitans,Carnivore,Lionfish,BrownRedBlackWhiteOrange,Scales,10,Fish,3,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1475,Not Listed,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Rockfish,Omnivore,Rockfish,YellowRedBlackGreenOrange,Scales,120,Fish,3,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1476,Not Evaluated,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaenidae,Omnivore,Scorpionfish,BrownYellowRedOrange,Scales,15,Fish,3,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1477,Least Concern,Chordata,Actinopterygii,Amiiformes,Amiidae,Amia calva,Carnivore,Bowfin,BrownBlackGreen,Scales,10,Ray-finned fish,3,1,1,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0
1478,Vulnerable,Chordata,Actinopterygii,Gadiformes,Gadidae,"Cod, codling",Carnivore,"Cod, codfish",GreenGrey-Brown,Scales,15,Groundfish,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1479,Vulnerable,Chordata,Actinopterygii,Gadiformes,Gadidae, Melanogrammus aeglefinus,Carnivore,Haddock,RedBlackPurple,Scales,10,Ray-in fish,5,1,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0
1480,Endangered,Chordata,Actinopterygii,Anguilliformes,Congridae,Eel,Carnivore,Eel,GreyBlackMulti-colored,Smooth,3,"Anguilliform, Actinopterygii, Teleost",4,1,1,0,0,1,0,0,1,0,0,0,2,1,1,1,1,1,1,0,6,0
1481,Least Concern,Chordata,Actinopterygii,Anguilliformes,Congridae,garden eel,Carnivore,garden eel,BrownGreyBlackWhiteGreenOrange,Smooth,4,fish,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1482,Least Concern,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Muraenidae,Carnivore,Moray Eel,BrownGreyYellowBlueBlackWhiteGreenOrange,Scales,10,"Anguilliform, Actinopterygii, Teleost",3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1483,Least Concern,Chordata,Actinopterygii,Gymnotiformes,Gymnotidae,Electrophorus Electricus,Carnivore,Electric eel,BrownGreyYellowOrange,Smooth,4,Fish,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1484,Least Concern,Chordata,Actinopterygii,Beryciformes,Anoplogastridae,Anoplogaster,Carnivore,Anoplogaster,BrownGreyYellowBlack,Scales,4,Beryciform,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1485,Least Concern,Chordata,Actinopterygii,Beryciformes,Holocentridae,Holocentrus adscensionis,Carnivore,Squirrelfish,RedSilver,Scales,4,Fish,1,1,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0
1486,Least Concern,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys,Carnivore,Flounder,BrownBlueWhiteTanGreenOrange,Scales,3,Fish,3,4,7,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0
1487,Least Concern,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys dentatus,Omnivore,Fluke and Summer Flounders,Brown,Hair,14,Fish,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
